dataset,model,level,feature_set,threshold,precision_anomalous,recall_anomalous,f1_score_anomalous,precision_normal,recall_normal,f1_score_normal
bpi_2012_poisoned.csv,LOF,L3_Global,minimal,2.0,0.37568652302492606,0.09043986778540554,0.1457846633058732,0.7058915416995527,0.9355889724310777,0.8046691221263156
bpi_2012_poisoned.csv,LOF,L3_Global,minimal,2.5,0.38221821210438645,0.07001017035341978,0.11834357673958826,0.704780622457545,0.9515037593984963,0.8097660270974563
bpi_2012_poisoned.csv,LOF,L2_Activity,minimal,0.5,0.3995089523544808,0.21927281973048562,0.2831416775422094,0.7196144767540075,0.8587501362100904,0.7830497780493682
bpi_2012_poisoned.csv,LOF,L2_Activity,minimal,1.0,0.4295051986317608,0.16122552758708364,0.234445913094919,0.7164346529249204,0.9082216410591697,0.8010081376602846
bpi_2012_poisoned.csv,LOF,L2_Activity,minimal,1.5,0.45635992983454227,0.12237477752351894,0.19299670185357834,0.7136789889965865,0.9375231557153754,0.8104284264341912
bpi_2012_poisoned.csv,LOF,L2_Activity,minimal,2.0,0.4853982300884956,0.09762267988812612,0.16255292125317528,0.7119043753551425,0.9556445461479787,0.815961109043543
bpi_2012_poisoned.csv,LOF,L2_Activity,minimal,2.5,0.5206304670737746,0.08020594965675057,0.13899843574434334,0.7106908933869691,0.9683502233845483,0.8197508429000374
bpi_2012_poisoned.csv,LOF,L1_Micro,minimal,0.5,0.409246318004208,0.27695143656242055,0.33034604069996665,0.7278291413039317,0.8286640514329302,0.7749803825654509
bpi_2012_poisoned.csv,LOF,L1_Micro,minimal,1.0,0.4308960823662857,0.25113145181795066,0.3173231382124269,0.7277357688254543,0.8578511496131633,0.7874547382319403
bpi_2012_poisoned.csv,LOF,L1_Micro,minimal,1.5,0.4506914029821367,0.23286295448766844,0.30706945399071267,0.7276424232029536,0.8783643892339544,0.7959308611743331
bpi_2012_poisoned.csv,LOF,L1_Micro,minimal,2.0,0.47103617079140603,0.22018815153826596,0.30009529585029887,0.727897795324491,0.8940285496349569,0.8024549477956818
bpi_2012_poisoned.csv,LOF,L1_Micro,minimal,2.5,0.4907549169709104,0.21189931350114416,0.2959937491120898,0.7283864070523494,0.9057644110275689,0.8074487099782406
bpi_2012_poisoned.csv,LOF,L3_Global,position_based,0.5,0.3047253396337862,0.1967581998474447,0.23911935110081112,0.7011352348517099,0.8076005230467473,0.7506114698063046
bpi_2012_poisoned.csv,LOF,L3_Global,position_based,1.0,0.298892902925067,0.16303076531909483,0.21098177929502734,0.6997833967942726,0.836106570774763,0.7618950687005847
bpi_2012_poisoned.csv,LOF,L3_Global,position_based,1.5,0.2977158239825155,0.14200355962369693,0.1922894843302146,0.6996185703285992,0.8564400130761687,0.7701269655407242
bpi_2012_poisoned.csv,LOF,L3_Global,position_based,2.0,0.2958265260656468,0.12660818713450292,0.17732472735366125,0.699385214518564,0.8708401438378555,0.7757519868955894
bpi_2012_poisoned.csv,LOF,L3_Global,position_based,2.5,0.2947320321169789,0.11479786422578185,0.16523632637376715,0.6993029944464118,0.882270894627874,0.7802034198823422
bpi_2012_poisoned.csv,LOF,L2_Activity,position_based,0.5,0.39882569100495285,0.25387744724129163,0.3102569679644533,0.723327424950973,0.8359921542987905,0.7755896357552291
bpi_2012_poisoned.csv,LOF,L2_Activity,position_based,1.0,0.40899650597405135,0.21280193236714975,0.27994681696170987,0.7201601641411288,0.8682140132941049,0.7872869695390218
bpi_2012_poisoned.csv,LOF,L2_Activity,position_based,1.5,0.4186502218892283,0.1846936181032291,0.25631163882076885,0.7180986206472145,0.8900839054157133,0.7948948758995519
bpi_2012_poisoned.csv,LOF,L2_Activity,position_based,2.0,0.4260159375723308,0.16379354182557843,0.23661423468591314,0.7164302004250788,0.9054211615996512,0.7999143194776376
bpi_2012_poisoned.csv,LOF,L2_Activity,position_based,2.5,0.4317165847116674,0.1473302822273074,0.21968835304822565,0.7150231988986896,0.9168846028113763,0.80346911882663
bpi_2012_poisoned.csv,LOF,L1_Micro,position_based,0.5,0.4524391998848755,0.2797864225781846,0.3457577590473123,0.7347218775315255,0.8548817696414951,0.790260314230528
bpi_2012_poisoned.csv,LOF,L1_Micro,position_based,1.0,0.4680495323684623,0.22776506483600306,0.3064187860233628,0.7287269674261573,0.8890596055355781,0.8009483092901915
bpi_2012_poisoned.csv,LOF,L1_Micro,position_based,1.5,0.4832853025936599,0.19187643020594966,0.2746928746928747,0.7247824392778283,0.9120791108205296,0.8077151335311573
bpi_2012_poisoned.csv,LOF,L1_Micro,position_based,2.0,0.49982710262419794,0.16538265954741926,0.24853133626906876,0.7220215689346369,0.9290726817042606,0.8125647764067351
bpi_2012_poisoned.csv,LOF,L1_Micro,position_based,2.5,0.5175254040019697,0.14697431985761505,0.22893295973227457,0.7202588165645937,0.9412771058079983,0.8160679828342399
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_circular,0.5,0.2939642078848313,0.22636664124078312,0.25577453458974947,0.698186759775428,0.7669935708837311,0.7309745357869812
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_circular,1.0,0.29493757332726284,0.21412407831172134,0.24811625800083967,0.6985903955766408,0.7806254767353166,0.7373331652227165
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_circular,1.5,0.29518814978378877,0.20394101195016526,0.24122401413480696,0.6987419114286402,0.7913097962297047,0.7421505129089538
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_circular,2.0,0.29579334089903636,0.19549961861174675,0.2354093793293481,0.6989596167660113,0.8005284951509207,0.7463041363704473
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_circular,2.5,0.2961356230383239,0.18831680650902619,0.23022823882313628,0.6990889767601883,0.80817260542661,0.7496834875252388
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_circular,0.5,0.4426827136757472,0.22538774472412917,0.29869681321551017,0.7257225940914063,0.8783916312520431,0.794792095461817
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_circular,1.0,0.48771017115283116,0.16446732773963896,0.24598330576312438,0.7211274896679312,0.9259616432385311,0.810807845157843
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_circular,1.5,0.5331567796610169,0.12796847190439867,0.20639737543571868,0.7180914022686175,0.9519777705132396,0.8186571709694045
