dataset,model,level,feature_set,threshold_value,precision_normal,recall_normal,f1_score_normal,precision_anomalous,recall_anomalous,f1_score_anomalous
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,-1.25,0.736756151238742,0.21616105481094042,0.3342476873240919,0.3095025272246048,0.819792779049072,0.44935562379440147
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,-1.0,0.7729147639404979,0.3506979405034325,0.48247852958626725,0.3339373402942455,0.7595804729214339,0.463919759045066
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,-0.75,0.7860516637385263,0.5141783807344449,0.6216895102314199,0.3726827798806749,0.6734490211034834,0.4798293971202314
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,-0.5,0.767815294111021,0.6437147215865752,0.7003086130812392,0.3963306744434949,0.5457983727434528,0.4592068057648454
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,-0.25,0.7448295754653118,0.7377912171733682,0.7412931249569783,0.40137851151926573,0.4102275616577676,0.4057532066782107
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,0.0,0.7291393872634115,0.8046954342377683,0.765056474551473,0.3989651709449809,0.30250063564708873,0.3441000381932336
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,0.25,0.7194702105630779,0.8559638225999782,0.781804057029949,0.39697262221047086,0.22124841088227817,0.2841352462470542
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,0.5,0.7133335608487352,0.8942513893429226,0.7936119626201987,0.39554652326566797,0.16146580218662598,0.22931757655918172
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,0.75,0.7089660408702526,0.9220028331698812,0.8015707172848711,0.39102954885781693,0.11686371726417492,0.17994272063804512
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,1.0,0.7058920375106166,0.9421172496458539,0.8070741609224592,0.38372135217589565,0.08409483854563946,0.13795055734037176
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,1.25,0.7037502668695657,0.9568628091969054,0.8110164594781013,0.37396952206236295,0.06013348588863463,0.10360163605452499
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,1.5,0.7023417954816512,0.9676125095347062,0.8139079540630163,0.36339614476218485,0.043141367912534964,0.07712127134825149
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,1.75,0.701540455178081,0.9759060695216302,0.816285263136679,0.35724478114481917,0.031236969234680906,0.05744530714320066
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,2.0,0.7010831315816731,0.9821515745886454,0.818150655507689,0.3548706612097117,0.022906178489702517,0.04303033610836131
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,2.25,0.7006807062879293,0.9867473030402092,0.8194657506444925,0.3472310272557734,0.016448004068141366,0.03140559002651771
BPI_Challenge_2012,IsolationForest,L1_Micro,process_context,2.5,0.700387785919393,0.9902587991718427,0.8204732242373286,0.3373469345199965,0.011568777015001272,0.02236878503560512
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,-1.5,0.7407411203614943,0.14035305655442956,0.23598924916126424,0.30623044485798057,0.8853801169590643,0.4550652323336939
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,-1.25,0.7835667138994379,0.23441102756892232,0.3608640269509677,0.32213555270431493,0.8489219425375032,0.4670442465107264
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,-1.0,0.8064348322177921,0.3659077040427155,0.5034033751113788,0.34953999141653797,0.7950699211797609,0.4855954951170638
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,-0.75,0.8164600290074275,0.519402310123134,0.6349012656178633,0.39349723175684836,0.7275553012967201,0.5107532833845825
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,-0.5,0.8145385966982932,0.6754560313828049,0.7385050155775619,0.4584812626006499,0.6411454360539028,0.5346403696771398
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,-0.25,0.804604729559871,0.7924991827394574,0.7985058281256878,0.532253587648126,0.5509369438087973,0.5414333017376615
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,0.0,0.7896283453369557,0.8714525444044895,0.8285251232442281,0.6044054699676783,0.4582672260361048,0.5212878635212463
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,0.25,0.7690966311706346,0.9195428789364716,0.8376175574988686,0.6546183473581005,0.3558301550978896,0.46104421363890563
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,0.5,0.7449602152863191,0.9495831971232429,0.8349164941858946,0.6723762937212814,0.24144291889143146,0.3552853125632325
BPI_Challenge_2012,IsolationForest,L1_Micro,time_based_circular,0.75,0.7235225171689075,0.9684466601285824,0.8282566762035894,0.6495504575976806,0.1364975845410628,0.22556518561320776
