dataset,model,level,feature_set,threshold_value,precision_normal,recall_normal,f1_score_normal,precision_anomalous,recall_anomalous,f1_score_anomalous
BPI_Challenge_2012,LOF,L3_Global,velocity_based,-1.5,0.6350255369167073,0.018678217282336276,0.0362865875224121,0.29863798146599463,0.9749694889397407,0.45722543282299777
BPI_Challenge_2012,LOF,L3_Global,velocity_based,-1.25,0.6508973988401614,0.0882167374959137,0.15537182109147987,0.2948572124984804,0.8896160691584033,0.44291349235505156
BPI_Challenge_2012,LOF,L3_Global,velocity_based,-1.0,0.6762439971393623,0.24151792524790236,0.35592029513490037,0.2920812373704021,0.7302008644800406,0.417258546615634
BPI_Challenge_2012,LOF,L3_Global,velocity_based,-0.75,0.6993239114317641,0.4402331916748393,0.5403247095881208,0.29946767774595207,0.5583485888634631,0.3898440908419377
BPI_Challenge_2012,LOF,L3_Global,velocity_based,-0.5,0.704178828249462,0.5889282990083905,0.6414173059802869,0.3059018076455017,0.42272184083396896,0.35494663571791973
BPI_Challenge_2012,LOF,L3_Global,velocity_based,-0.25,0.70581483491913,0.6900081726054266,0.6978219041953142,0.31260646037233897,0.3289410119501653,0.32056557108510086
BPI_Challenge_2012,LOF,L3_Global,velocity_based,0.0,0.7056258804094082,0.7560281137626675,0.7299579866573159,0.3168776789093407,0.2640643274853801,0.2880703762331589
BPI_Challenge_2012,LOF,L3_Global,velocity_based,0.25,0.7051099164911594,0.8003764846899859,0.7497289404239345,0.3197634363242052,0.21895753877447238,0.25992882041882864
BPI_Challenge_2012,LOF,L3_Global,velocity_based,0.5,0.7043851747783284,0.8310401002506266,0.7624887199546713,0.3207961015601014,0.18620518688024407,0.2356352330032566
BPI_Challenge_2012,LOF,L3_Global,velocity_based,0.75,0.7037975323295554,0.8534608259779886,0.7714371949621892,0.32132550309122543,0.16188914314772437,0.21530320804479822
BPI_Challenge_2012,LOF,L3_Global,velocity_based,1.0,0.7032981849385399,0.8704151683556718,0.777983215548465,0.32137494661327876,0.1431909483854564,0.19811034330948782
BPI_Challenge_2012,LOF,L3_Global,velocity_based,1.25,0.7028441573211544,0.8834875231557154,0.782880277122002,0.32084535939807546,0.12842995169082125,0.1834318814603367
BPI_Challenge_2012,LOF,L3_Global,velocity_based,1.5,0.7024696471939158,0.8942595619483491,0.7868460922698871,0.32021807619685666,0.11622044241037377,0.17054167322161723
BPI_Challenge_2012,LOF,L3_Global,velocity_based,1.75,0.7022007398891981,0.9031513566525009,0.7900988896297452,0.3198840915562099,0.10628400711924739,0.1595532022654272
BPI_Challenge_2012,LOF,L3_Global,velocity_based,2.0,0.7019494797888675,0.9106914024190912,0.7928104743311895,0.31928765476326154,0.0977396389524536,0.1496632725834334
BPI_Challenge_2012,LOF,L3_Global,velocity_based,2.25,0.701707655353427,0.9170747520976354,0.7950646408824014,0.3183573883621701,0.09036486142893466,0.14077114928050147
BPI_Challenge_2012,LOF,L3_Global,velocity_based,2.5,0.7015474581927045,0.9226909665468017,0.7970645696201876,0.3179685196698893,0.08409356725146198,0.13300887593262084
RequestForPayment,DBSCAN,L1_Micro,minimal,N/A,0.7000757208025279,0.9878872583275099,0.81944421565456,0.30394818013251207,0.012366370719333213,0.023761167549297017
RequestForPayment,DBSCAN,L1_Micro,position_based,N/A,0.7031756341813665,0.9664259647488158,0.8140454012113343,0.37931268360484116,0.04801594491755753,0.08519431656770647
RequestForPayment,DBSCAN,L1_Micro,process_context,N/A,0.7047827114351961,0.9661464399409893,0.8150215401374412,0.4123409664494204,0.055598840369632176,0.09792685400218817
RequestForPayment,DBSCAN,L1_Micro,time_based_circular,N/A,0.7290758285736597,0.9569609441726842,0.8276113660306018,0.6294109862276365,0.17013951802862837,0.26769108080749754
RequestForPayment,DBSCAN,L1_Micro,velocity_based,N/A,0.697042878646566,0.9757356937650439,0.8131731688242343,0.1543569411710362,0.010364196412393549,0.01941933268152323
RequestForPayment,DBSCAN,L2_Activity,minimal,N/A,0.7001547870449203,0.9907252115847504,0.8204732452337001,0.31356002815744616,0.009902156187715167,0.019194239942247414
RequestForPayment,DBSCAN,L2_Activity,position_based,N/A,0.7025070894343503,0.9732587933845795,0.8160065413676122,0.3781730862577752,0.03820438485232832,0.06928067851912777
RequestForPayment,DBSCAN,L2_Activity,process_context,N/A,0.7039141989300033,0.9754833449802003,0.8177400583364198,0.4251763009741654,0.04248958144591412,0.07720821652922225
RequestForPayment,DBSCAN,L2_Activity,time_based_circular,N/A,0.7180800992406638,0.975382405466263,0.827182244064878,0.649907871394648,0.10637796702301142,0.1827495526877615
RequestForPayment,DBSCAN,L2_Activity,velocity_based,N/A,0.6976777225369962,0.9801537386443047,0.8151370922668961,0.16100764605472903,0.00886936039137525,0.016810884628609683
RequestForPayment,IsolationForest,L1_Micro,minimal,-1.5,0.0,0.0,0.0,0.2999782585063594,1.0,0.4615127315298742
RequestForPayment,IsolationForest,L1_Micro,minimal,-1.25,0.0,0.0,0.0,0.2999782585063594,1.0,0.4615127315298742
RequestForPayment,IsolationForest,L1_Micro,minimal,-1.0,0.9999784923110011,0.35849833061573105,0.5277821851998646,0.40047790345311374,0.9999818807755029,0.5719129685286891
RequestForPayment,IsolationForest,L1_Micro,minimal,-0.75,0.9929402412411064,0.4455353676527681,0.6149643533710748,0.4341932329382551,0.9925982967928972,0.6041001985617506
RequestForPayment,IsolationForest,L1_Micro,minimal,-0.5,0.9683413096138429,0.6356432952869012,0.7674544251071953,0.5281431124083671,0.951476716796521,0.6792295927606645
RequestForPayment,IsolationForest,L1_Micro,minimal,-0.25,0.9153292099885137,0.7232199704946036,0.8079165635886782,0.5661345241082252,0.8432505888747961,0.6773240695102516
RequestForPayment,IsolationForest,L1_Micro,minimal,0.0,0.7535582609716015,0.8073879959624195,0.7795449600199041,0.4606107189492598,0.3838285921362566,0.4187288779879349
RequestForPayment,IsolationForest,L1_Micro,minimal,0.25,0.7080467074576549,0.9014170354841214,0.7931124086873069,0.365488151753642,0.13262366370719333,0.19458335600055246
RequestForPayment,IsolationForest,L1_Micro,minimal,0.5,0.7027606995371712,0.9365090457333644,0.80296869169956,0.3379870333007424,0.0756568218880232,0.12362447560918785
RequestForPayment,IsolationForest,L1_Micro,minimal,0.75,0.7020243921983548,0.9552876776147216,0.8093040331092665,0.3401839868544808,0.05379597753216162,0.0928850484557494
RequestForPayment,IsolationForest,L1_Micro,minimal,1.0,0.7031004912152805,0.9667481947356162,0.8141108226489772,0.37911140473604166,0.04736365283565863,0.08420081504678986
RequestForPayment,IsolationForest,L1_Micro,minimal,1.25,0.7022636443974242,0.9752387607733519,0.8165400731196298,0.37687216226190695,0.03513317630005436,0.06424636887968048
RequestForPayment,IsolationForest,L1_Micro,minimal,1.5,0.7009337657281665,0.9826267567357714,0.8182135417550743,0.347600236045319,0.021634354049646677,0.040723425404197974
RequestForPayment,IsolationForest,L1_Micro,minimal,1.75,0.7001981941923502,0.9886093640810621,0.8197765094438131,0.31544538666682503,0.01222141692335568,0.023527252778440953
RequestForPayment,IsolationForest,L1_Micro,minimal,2.0,0.6998631574320375,0.9930079975153351,0.8210543737235984,0.2772435450837031,0.006242072839282479,0.01220651147351291
RequestForPayment,IsolationForest,L1_Micro,minimal,2.25,0.7000081713052405,0.9972629862566971,0.8226053858202947,0.2956288327053234,0.0026725856133357493,0.005295681340152085
RequestForPayment,IsolationForest,L1_Micro,minimal,2.5,0.7000211992665824,0.9996078888112431,0.8234110741686775,0.32800420168067224,0.0003895633266896177,0.0007780091268141824
RequestForPayment,IsolationForest,L1_Micro,position_based,-1.5,0.1,0.0019489090767916763,0.003823305407463823,0.30039317305358537,1.0,0.4620022088205612
RequestForPayment,IsolationForest,L1_Micro,position_based,-1.25,0.9895462903361807,0.13874912648497556,0.24328938556369897,0.3314977644546294,0.9965664069577823,0.49750188050595334
RequestForPayment,IsolationForest,L1_Micro,position_based,-1.0,0.9412986395024033,0.3361712865905738,0.4954129536500528,0.3804050417312565,0.9510780938575829,0.5434464655308942
RequestForPayment,IsolationForest,L1_Micro,position_based,-0.75,0.8566620315866341,0.4991653078655175,0.6307233109538949,0.40780804107239277,0.8048831310019932,0.5413145576130056
RequestForPayment,IsolationForest,L1_Micro,position_based,-0.5,0.7899854800519068,0.6254018169112509,0.6980881635595642,0.4117547107414391,0.6119043304946549,0.49222407382230127
RequestForPayment,IsolationForest,L1_Micro,position_based,-0.25,0.7538327898669922,0.7228278593058467,0.7379961288677866,0.4098523089904619,0.4491665156731292,0.4285887847628378
RequestForPayment,IsolationForest,L1_Micro,position_based,0.0,0.7332400915422079,0.7855928255299325,0.7585141839036655,0.39963469657793194,0.33304946548287734,0.36331649826996226
RequestForPayment,IsolationForest,L1_Micro,position_based,0.25,0.7211510906167696,0.8262559204907213,0.7701327209909643,0.3855619151441648,0.2544392100018119,0.3065605854736154
RequestForPayment,IsolationForest,L1_Micro,position_based,0.5,0.7156216217335809,0.8639063591893781,0.7828004570560354,0.3850718502832523,0.19886754846892554,0.2622538856803581
RequestForPayment,IsolationForest,L1_Micro,position_based,0.75,0.7127251168629113,0.894696793229288,0.7934074976469552,0.3919861660621212,0.15845261822793982,0.22563956498400484
RequestForPayment,IsolationForest,L1_Micro,position_based,1.0,0.7096747285150876,0.9170859538784066,0.8001548545235504,0.39143967676318886,0.12448813190795434,0.18885270003460833
RequestForPayment,IsolationForest,L1_Micro,position_based,1.25,0.7071439731996776,0.9348435437533971,0.8052029056941518,0.38839662256095175,0.09653922812103642,0.15458536313928037
RequestForPayment,IsolationForest,L1_Micro,position_based,1.5,0.7059812393470424,0.9488314310117245,0.8095848697230265,0.39486839011854896,0.07786736727668056,0.13004073758551082
RequestForPayment,IsolationForest,L1_Micro,position_based,1.75,0.705162531399972,0.9613789890519451,0.8135737049246565,0.40795498521834084,0.06198586700489219,0.10757944194418849
RequestForPayment,IsolationForest,L1_Micro,position_based,2.0,0.7041356969174057,0.9708013044491033,0.8162393930565621,0.4143959125874207,0.048106541040043485,0.08616650372417842
RequestForPayment,IsolationForest,L1_Micro,position_based,2.25,0.7028717986547011,0.9780767140305924,0.8179451564894042,0.4072585138848419,0.035142235912302956,0.0646738281941705
RequestForPayment,IsolationForest,L1_Micro,position_based,2.5,0.7019910434611667,0.9848746020653778,0.819712740907552,0.40815926273727837,0.024334118499728212,0.045907116156840753
RequestForPayment,IsolationForest,L1_Micro,process_context,-1.5,0.9,0.009492196599114839,0.018639640279071827,0.30199787701629877,1.0,0.46389560932673063
RequestForPayment,IsolationForest,L1_Micro,process_context,-1.25,1.0,0.16835934466961722,0.2880349253504038,0.34008371427071415,1.0,0.5075479391239195
RequestForPayment,IsolationForest,L1_Micro,process_context,-1.0,0.9820960855858625,0.3507415171985403,0.5168849832906203,0.394004397870216,0.9850788186265629,0.5628744982688514
RequestForPayment,IsolationForest,L1_Micro,process_context,-0.75,0.8868078363424365,0.5153583352744778,0.6518285585296925,0.428072668822454,0.8464033339373074,0.5685606739018609
RequestForPayment,IsolationForest,L1_Micro,process_context,-0.5,0.818012202381493,0.6482607345290783,0.7232863265332277,0.4468975300488095,0.6633085703931871,0.5339838010392087
RequestForPayment,IsolationForest,L1_Micro,process_context,-0.25,0.772742709104849,0.7351813028961877,0.7534888247727152,0.44487922119043566,0.4953886573654647,0.46876410785929384
RequestForPayment,IsolationForest,L1_Micro,process_context,0.0,0.7449524064151583,0.7981442658591505,0.7706315516473259,0.4347739222119049,0.36233013227033883,0.395260045896209
RequestForPayment,IsolationForest,L1_Micro,process_context,0.25,0.7283440706183484,0.8419869555089681,0.781051122711537,0.4201101224619248,0.2671498459865918,0.3265916669728804
RequestForPayment,IsolationForest,L1_Micro,process_context,0.5,0.7203109901105424,0.8750679400574579,0.7901781636813621,0.4153134630186974,0.20708461677840187,0.27631270344207026
RequestForPayment,IsolationForest,L1_Micro,process_context,0.75,0.7152128236320007,0.9004852861246991,0.7972220962388277,0.4128283644565185,0.1632632723319442,0.23393211217199378
RequestForPayment,IsolationForest,L1_Micro,process_context,1.0,0.7116812140407741,0.9204169578383414,0.8026974605470896,0.4114947124035978,0.12984236274687444,0.19733877112382925
RequestForPayment,IsolationForest,L1_Micro,process_context,1.25,0.7097437229448349,0.9355112974609829,0.8071351842229003,0.4160446754713452,0.10720239173763364,0.17043745519864892
RequestForPayment,IsolationForest,L1_Micro,process_context,1.5,0.7085057382126686,0.9471931050547402,0.8106426850911592,0.4238967246520504,0.09061424171045479,0.14926437730731296
RequestForPayment,IsolationForest,L1_Micro,process_context,1.75,0.7075279584351801,0.9567280068328288,0.8134690133724499,0.4332750343607764,0.07710635984779851,0.13086726811337732
RequestForPayment,IsolationForest,L1_Micro,process_context,2.0,0.7068403959516061,0.9643955276030749,0.8157699985666407,0.4454761688193565,0.06661532886392463,0.11583950261805227
RequestForPayment,IsolationForest,L1_Micro,process_context,2.25,0.7059244363437639,0.9719659911483811,0.8178514990318965,0.45730063914633,0.05511868092045661,0.09830227304235162
RequestForPayment,IsolationForest,L1_Micro,process_context,2.5,0.7046359077458776,0.9786939979812097,0.8193538989118851,0.4612618229401866,0.04266171407863743,0.07803538468866918
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,-1.5,0.9800830885934451,0.11854181225250408,0.21148769053580643,0.32588693947882186,0.9943830404058707,0.4908936532432292
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,-1.25,0.9760094062694199,0.15314077179905272,0.2647107300426168,0.33403372064077497,0.9912031165066135,0.4996756465410632
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,-1.0,0.979008587889988,0.34963506483422624,0.5152558858025574,0.39297387397180855,0.9825058887479615,0.561402873042578
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,-0.75,0.9668707999397684,0.5978957993633045,0.7388741786354667,0.503667715485715,0.9521833665519116,0.6588333553320727
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,-0.5,0.9380054939455489,0.759958071278826,0.8396422054975599,0.6118130763670365,0.8827867367276679,0.7227292542240273
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,-0.25,0.8997333205147588,0.8533154748039443,0.8759088836571378,0.6944972377740537,0.7780938575828955,0.7339195182386817
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,0.0,0.8546182556074935,0.915633977793307,0.8840745946959048,0.7637678008479183,0.6365192969740895,0.6943618125216189
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,0.25,0.7913247539624073,0.9586652690426275,0.866992847526828,0.8096106829019535,0.41005616959594127,0.5443649455907684
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,0.5,0.7347368217034186,0.9811204286047053,0.8402363887338286,0.7970777956285795,0.17337379960137705,0.28468156731973787
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,0.75,0.7098148665727259,0.9915909620312137,0.8273697236106754,0.733831843616222,0.05401340822612792,0.10060798829362813
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,1.0,0.7049059714298196,0.9964438232782049,0.8256963555143979,0.7625224886373863,0.026571842725131366,0.051350722581931296
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,1.25,0.7031099833409187,0.9986683748738256,0.825223439694924,0.837350497194141,0.015953977169777134,0.03131044583851138
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,1.5,0.701675746580056,0.9996195356782358,0.8245585299461509,0.9026224194569943,0.008235187533973546,0.01631969953846837
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,1.75,0.7004748751299624,0.9999184719310505,0.8238302772540826,0.9205731499991788,0.0022377242254031527,0.004463927952636395
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,2.0,0.7000603405937236,0.9999844708440098,0.8235659008285738,0.6833333333333333,0.0001993114694691067,0.0003984097012133172
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,2.25,0.7000274489680922,1.0,0.8235484072527246,0.3,2.717883674578728e-05,5.435274934323762e-05
RequestForPayment,IsolationForest,L1_Micro,time_based_circular,2.5,0.7000217414936406,1.0,0.8235444575886433,0.0,0.0,0.0
RequestForPayment,IsolationForest,L1_Micro,velocity_based,-1.5,0.7833797349377577,0.015008929264694465,0.029338160947989356,0.30128732405844605,0.9911215799963762,0.4620985949509954
RequestForPayment,IsolationForest,L1_Micro,velocity_based,-1.25,0.770548247177874,0.1071434117555711,0.18796039709422196,0.30762850043107515,0.9256930603370176,0.4617844666521454
RequestForPayment,IsolationForest,L1_Micro,velocity_based,-1.0,0.6619021872590821,0.2363964593524342,0.3483726351810975,0.2872708596399399,0.718218880231926,0.4103937552581107
RequestForPayment,IsolationForest,L1_Micro,velocity_based,-0.75,0.6391494263806481,0.411922509511608,0.5009118017628724,0.24998950714361223,0.45741982243159995,0.3232672863652023
RequestForPayment,IsolationForest,L1_Micro,velocity_based,-0.5,0.6349669346862001,0.5344980200326113,0.5803875125693823,0.20651079362248073,0.2828954520746512,0.2387182563703492
RequestForPayment,IsolationForest,L1_Micro,velocity_based,-0.25,0.6323573250011764,0.615051634443668,0.6235793927613019,0.1556020126097611,0.1655644138430875,0.16042291368607864
RequestForPayment,IsolationForest,L1_Micro,velocity_based,0.0,0.6409899626771025,0.6867536299402127,0.6630831224814918,0.1228829220567453,0.10240985685812647,0.1117161634629639
RequestForPayment,IsolationForest,L1_Micro,velocity_based,0.25,0.6528184406205872,0.7464865284571783,0.696516913007377,0.11061782802668116,0.07358217068309476,0.08837566008647338
RequestForPayment,IsolationForest,L1_Micro,velocity_based,0.5,0.6628359645077484,0.7922548334498021,0.7217885652335536,0.10943920033881534,0.05958506975901432,0.07715612564804193
RequestForPayment,IsolationForest,L1_Micro,velocity_based,0.75,0.6712079783688991,0.8298082149235189,0.7421277541797384,0.11468978947878025,0.051449537959775325,0.07102906970432396
RequestForPayment,IsolationForest,L1_Micro,velocity_based,1.0,0.6786793830883922,0.8635026011336283,0.760013955394414,0.12618643671079907,0.04598659177387208,0.0673984687068358
RequestForPayment,IsolationForest,L1_Micro,velocity_based,1.25,0.684590258302353,0.8911910862644616,0.7743444311337099,0.14158281094882363,0.04185540858851241,0.06459441299119903
RequestForPayment,IsolationForest,L1_Micro,velocity_based,1.5,0.6885424860975495,0.9117089836167404,0.7845630344598226,0.1543193198661994,0.03762456966841819,0.060486261404538576
RequestForPayment,IsolationForest,L1_Micro,velocity_based,1.75,0.6904050222887395,0.9277234257318115,0.7916598109537027,0.1472392254916247,0.029199130277224133,0.048720500762679766
RequestForPayment,IsolationForest,L1_Micro,velocity_based,2.0,0.691622994820723,0.9410086186815747,0.7972677832064005,0.13161181379506476,0.020900525457510418,0.03606326589704946
RequestForPayment,IsolationForest,L1_Micro,velocity_based,2.25,0.6929526118130174,0.9523254911095582,0.8021933413739287,0.12075827018247505,0.015292625475629642,0.027138495481683962
RequestForPayment,IsolationForest,L1_Micro,velocity_based,2.5,0.6941904490285117,0.961837099153661,0.806384326753587,0.11207532900376545,0.011233919188258742,0.020412726566725402
RequestForPayment,IsolationForest,L2_Activity,minimal,-1.5,0.0,0.0,0.0,0.2999782585063594,1.0,0.4615127315298742
RequestForPayment,IsolationForest,L2_Activity,minimal,-1.25,0.0,0.0,0.0,0.2999782585063594,1.0,0.4615127315298742
RequestForPayment,IsolationForest,L2_Activity,minimal,-1.0,0.9999567602850388,0.35908067396536997,0.5284088868760408,0.40069211503441027,0.9999637615510057,0.5721282631764215
RequestForPayment,IsolationForest,L2_Activity,minimal,-0.75,0.9898330891856741,0.4617012190387452,0.6296243843425308,0.44053250319615866,0.988929153832216,0.6095232314883587
RequestForPayment,IsolationForest,L2_Activity,minimal,-0.5,0.9655347257092514,0.6333682739343116,0.7649345451466827,0.5254434050308349,0.9472277586519298,0.6759260910963619
RequestForPayment,IsolationForest,L2_Activity,minimal,-0.25,0.9155653654613273,0.7261938038667599,0.8099197620796927,0.5690206122096328,0.8435495560789998,0.6795578190590532
RequestForPayment,IsolationForest,L2_Activity,minimal,0.0,0.7470252042452683,0.8003998757667521,0.772792024579471,0.441017097346005,0.3674850516397898,0.4009072577852941
RequestForPayment,IsolationForest,L2_Activity,minimal,0.25,0.7071606251596461,0.8921344824908767,0.7889412261905554,0.35380748715806165,0.13786917919913028,0.19830964131565793
RequestForPayment,IsolationForest,L2_Activity,minimal,0.5,0.7032577250387192,0.9318153583352744,0.8015606820729293,0.3411105304454343,0.0824696502989672,0.13280102235049246
RequestForPayment,IsolationForest,L2_Activity,minimal,0.75,0.7028006264606531,0.9507803400885162,0.8081956799911971,0.3495847369269841,0.0617503170864287,0.10494688382311923
RequestForPayment,IsolationForest,L2_Activity,minimal,1.0,0.7040576221961461,0.9626523798431557,0.8132936760620855,0.3902877634831427,0.05574379416560972,0.09754158284921474
RequestForPayment,IsolationForest,L2_Activity,minimal,1.25,0.7027147794434369,0.9723231617361596,0.8158201079537504,0.3815642882878081,0.04008878420003624,0.0725166226680679
RequestForPayment,IsolationForest,L2_Activity,minimal,1.5,0.7012776373767302,0.9801304449103192,0.8175804436785489,0.3567279998692919,0.025720239173763364,0.047967373883072
RequestForPayment,IsolationForest,L2_Activity,minimal,1.75,0.7004420942492969,0.9861906980355618,0.8191104673240547,0.3285785413817429,0.015781844537053814,0.030109910895749027
RequestForPayment,IsolationForest,L2_Activity,minimal,2.0,0.6999669737547733,0.9905815668918395,0.8202948553477943,0.2925762634668874,0.009159267983330313,0.017753272661835615
RequestForPayment,IsolationForest,L2_Activity,minimal,2.25,0.6999589519095251,0.994828791055206,0.8217420639049606,0.29022413895289934,0.004874071389744519,0.00958254628310523
RequestForPayment,IsolationForest,L2_Activity,minimal,2.5,0.6999575471098847,0.9981365012811553,0.8228674091502691,0.25853708517523244,0.0015582533067584707,0.0030958055475999746
RequestForPayment,IsolationForest,L2_Activity,position_based,-1.5,0.0,0.0,0.0,0.2999782585063594,1.0,0.4615127315298742
RequestForPayment,IsolationForest,L2_Activity,position_based,-1.25,0.9961661808772708,0.06113828713409426,0.11442262642754082,0.3133022057570287,0.999238992571118,0.47701223413822263
RequestForPayment,IsolationForest,L2_Activity,position_based,-1.0,0.9341367807319434,0.3336245050081528,0.4916555253504469,0.37802123121876924,0.9451078093857582,0.5400392655497719
RequestForPayment,IsolationForest,L2_Activity,position_based,-0.75,0.8154384891385764,0.4587196210885939,0.5870729071707996,0.3748255366651782,0.7574198224316,0.501456994555407
RequestForPayment,IsolationForest,L2_Activity,position_based,-0.5,0.7612498722713659,0.5830305147915211,0.6603100350823172,0.370673810438808,0.5732016669686537,0.4501949084207193
RequestForPayment,IsolationForest,L2_Activity,position_based,-0.25,0.7477780981017174,0.707869399798121,0.7272695886785548,0.3937790232991726,0.4428157274868635,0.41684455121906866
RequestForPayment,IsolationForest,L2_Activity,position_based,0.0,0.734554480559481,0.7869982141470611,0.7598725517758411,0.4035764757038809,0.33633810472911757,0.3669022088254188
RequestForPayment,IsolationForest,L2_Activity,position_based,0.25,0.7217357082252235,0.8378794937495148,0.7754817982024945,0.39411100016644246,0.24614060518209824,0.3030183538032313
RequestForPayment,IsolationForest,L2_Activity,position_based,0.5,0.7135798486611811,0.8742410125009705,0.7857806341480511,0.38155565313862044,0.18111976807392643,0.2456214295786486
RequestForPayment,IsolationForest,L2_Activity,position_based,0.75,0.7083520793931626,0.9000310583119807,0.7927690423092737,0.3669819889542962,0.1352509512592861,0.19764484190878
RequestForPayment,IsolationForest,L2_Activity,position_based,1.0,0.7069044488001321,0.921538939358646,0.800075712270286,0.37185682414832066,0.10837108171770249,0.1678111983001824
RequestForPayment,IsolationForest,L2_Activity,position_based,1.25,0.7062747594896697,0.9411056759065145,0.8069511076083542,0.38706038869301074,0.08667331038231564,0.14159443156751922
RequestForPayment,IsolationForest,L2_Activity,position_based,1.5,0.7055036117666393,0.9619341563786008,0.8139988811262393,0.4154558811451275,0.06298242435223772,0.10932329361195894
RequestForPayment,IsolationForest,L2_Activity,position_based,1.75,0.7040268708370085,0.9775642518829102,0.8185463956295755,0.44093948604842365,0.04097662620039862,0.07492877908373832
RequestForPayment,IsolationForest,L2_Activity,position_based,2.0,0.7024502940729688,0.9879299635064834,0.8210829003000022,0.4558596312149815,0.023455336111614423,0.04458833824104078
RequestForPayment,IsolationForest,L2_Activity,position_based,2.25,0.7009503635028633,0.9934971659290317,0.821969415138879,0.41662006198604457,0.010889653922812104,0.02121622938406542
RequestForPayment,IsolationForest,L2_Activity,position_based,2.5,0.7002391822780034,0.997099930118798,0.8227092805413413,0.3632462749958808,0.00393187171589056,0.0077743727110527044
RequestForPayment,IsolationForest,L2_Activity,process_context,-1.5,0.3,0.0032494758909853245,0.006394882423965585,0.3006685284526848,1.0,0.46232746350993964
RequestForPayment,IsolationForest,L2_Activity,process_context,-1.25,0.9992753525141082,0.15953101948909076,0.2746095329851134,0.337703588425431,0.9996829135712991,0.504835355903259
RequestForPayment,IsolationForest,L2_Activity,process_context,-1.0,0.9574744985523924,0.34195201490798977,0.5039305114073847,0.3857983607580865,0.9645587968834934,0.5511507834066414
RequestForPayment,IsolationForest,L2_Activity,process_context,-0.75,0.8443950649173425,0.5176488857830577,0.6417216592807566,0.40833027362978036,0.776961406051821,0.5352737722036596
RequestForPayment,IsolationForest,L2_Activity,process_context,-0.5,0.7958303567814197,0.6357209410668531,0.7068071923385219,0.42147332099741985,0.619342272150752,0.5015827440893943
RequestForPayment,IsolationForest,L2_Activity,process_context,-0.25,0.7624438036608769,0.7301770323782902,0.7459564938283527,0.426879473346918,0.46906142417104546,0.4469646521156349
RequestForPayment,IsolationForest,L2_Activity,process_context,0.0,0.7402978584628764,0.793151642208246,0.7658138881079561,0.4208066094140667,0.35069759014314184,0.38256658595641646
RequestForPayment,IsolationForest,L2_Activity,process_context,0.25,0.7260333277952687,0.8368623340321454,0.7775170561344565,0.4086524503047155,0.2630820800869723,0.3200858209581699
RequestForPayment,IsolationForest,L2_Activity,process_context,0.5,0.7182546931071563,0.8700908455625436,0.7869142462369055,0.40167363215993995,0.20353324877695234,0.2701568084985699
RequestForPayment,IsolationForest,L2_Activity,process_context,0.75,0.7139519807367908,0.8943862101094805,0.7940465198611831,0.3991780008179867,0.16377967023011414,0.2322459545522261
RequestForPayment,IsolationForest,L2_Activity,process_context,1.0,0.7109051861160893,0.9140344747262986,0.7997710776894621,0.3979276148361027,0.13260554448269615,0.1988846458747574
RequestForPayment,IsolationForest,L2_Activity,process_context,1.25,0.7094380595936861,0.9315552449724358,0.8054622585974155,0.40707526212223477,0.10965754665700307,0.17273526881612927
RequestForPayment,IsolationForest,L2_Activity,process_context,1.5,0.7085595608507593,0.9474998058855502,0.8107901386967995,0.42534008057122746,0.09055988403696322,0.14927732287827092
RequestForPayment,IsolationForest,L2_Activity,process_context,1.75,0.7082333501512152,0.9612586380930196,0.8155697655085505,0.45681318843951646,0.07589237180648668,0.13009640366898587
RequestForPayment,IsolationForest,L2_Activity,process_context,2.0,0.7067679977486481,0.9716243497165928,0.818296594428543,0.472625303816484,0.05928610255481066,0.10528994557248192
RequestForPayment,IsolationForest,L2_Activity,process_context,2.25,0.7048409416643089,0.9804410280301266,0.8201044030172456,0.47916447128386047,0.04190070664975539,0.07699828941944702
RequestForPayment,IsolationForest,L2_Activity,process_context,2.5,0.7030474177532197,0.9869671558350804,0.8211570767251519,0.47202409679255075,0.02718789635803588,0.05136497221902335
RequestForPayment,IsolationForest,L2_Activity,time_based_circular,-1.5,0.986788912755315,0.09576442270362606,0.17457606358855102,0.3208812840153583,0.9970103279579634,0.48550538220287287
RequestForPayment,IsolationForest,L2_Activity,time_based_circular,-1.25,0.980632997419988,0.1388267722649274,0.24320094728308264,0.3308472117603391,0.9935948541402428,0.4964015107107155
RequestForPayment,IsolationForest,L2_Activity,time_based_circular,-1.0,0.9776171322969887,0.34913813184253434,0.5145235575135165,0.3925100554408088,0.9813462583801413,0.5607402614209913
