dataset,model,level,feature_set,threshold_value_mean,separation_score,predicted_anomaly_rate_mean,predicted_anomaly_rate_std,precision_anomalous_mean,precision_anomalous_std,recall_anomalous_mean,recall_anomalous_std,f1_score_anomalous_mean,f1_score_anomalous_std,precision_normal_mean,precision_normal_std,recall_normal_mean,recall_normal_std,f1_score_normal_mean,f1_score_normal_std
BPI_Challenge_2012,IsolationForest,L2_Activity,delta_z_micro,0.34820554301571816,1.2315327525982682,43.94851258581236,1.228872763088676,0.18939389291390551,0.008830678751712857,0.8215289837751311,0.018743246993959736,0.3077594014913245,0.012445669102380359,0.9677570934196608,0.00351412596389673,0.6035523667258741,0.014555583095952073,0.7433613849514956,0.011473314317034088
BPI_Challenge_2012,IsolationForest,L2_Activity,omni_fusion_cyclical,0.46564810232907405,1.2094495403260825,35.887299771167044,0.553999933198062,0.2212956300644812,0.0034981985002743602,0.784624549550056,0.013365712959727018,0.3452084490122652,0.004984553326415499,0.9660033728589366,0.0020432412275169167,0.6890695918858343,0.005258420909119684,0.8043553196396227,0.0034876564983039723
BPI_Challenge_2012,IsolationForest,L2_Activity,pure_cyclical,0.5377036919102205,1.299953224707358,18.62337909992372,0.3729731537395089,0.28209075559561503,0.0047894948106253134,0.5189393638643723,0.004667972258740918,0.36547086538462953,0.004138424301851868,0.9401662820080958,0.0009314348632767905,0.8512325536248391,0.003731845817747851,0.8934881452448769,0.002178891067307616
BPI_Challenge_2012,IsolationForest,L3_Global,cum_z_cum_t,0.5047704130640552,0.9791862449357331,27.02135774218154,1.5705595744233796,0.1588271585701377,0.004507612205861,0.4237251011038121,0.0210680949658382,0.2309048501326854,0.005388486253667944,0.9200985753057369,0.001622369580058087,0.7470767251906597,0.01529053133821459,0.824524987832179,0.008976367451742049
BPI_Challenge_2012,IsolationForest,L3_Global,delta_cyclical,0.4948994885842354,1.2375432585488944,28.27955758962624,1.2350987043658719,0.25665451386453786,0.009270643082745184,0.7161984826731597,0.011690266394906328,0.3777652960876559,0.009688767279779206,0.959960467679488,0.0012039691382501785,0.7660142352162976,0.012774832250786808,0.8520358202600022,0.007799274978853092
BPI_Challenge_2012,IsolationForest,L3_Global,delta_t,0.31012922279924326,1.3763198467634583,40.54157131960336,1.097757185301965,0.2166514543882439,0.004561836431085917,0.8674679915821413,0.011459512416417966,0.34666611392229435,0.005447107642491595,0.9774637313461231,0.0015734808025671735,0.6466195835877516,0.011087547706652628,0.7782854856839252,0.007611860906271663
BPI_Challenge_2012,IsolationForest,L3_Global,delta_z_micro,0.35784946540678314,1.438207454360011,37.194889397406556,1.060629311432222,0.21685458511677327,0.005015245156015931,0.7968007848751006,0.02379152313648208,0.3408634372757065,0.006906884336465746,0.9672895024769822,0.0034379534957218907,0.6758952551275108,0.009866868800641018,0.7957035164155577,0.006037114598193621
BPI_Challenge_2012,IsolationForest,L3_Global,omni_fusion_cyclical,0.4637534668240713,1.230630120580978,36.641876430205954,0.8051548748533528,0.21441121269581806,0.004132844957251225,0.775993991559176,0.0065904626905000235,0.33596398145022455,0.005105486755264487,0.9642154311951823,0.0010320238076839915,0.6797029352983671,0.008426671036187761,0.7973127036807067,0.005850188605881261
BPI_Challenge_2012,IsolationForest,L3_Global,pure_cyclical,0.5530950749616934,1.495406899385864,12.15675057208238,0.8435024892257219,0.3706409235818349,0.02260189120067013,0.44357823804197005,0.008381376968942922,0.40338366769376677,0.012501348081219586,0.9358877683106371,0.0011143287294975266,0.9146962953514345,0.008927524631541185,0.925149830791573,0.004534626702809423
BPI_Challenge_2012,LOF,L1_Micro,cum_z_cum_t,12974430.962298945,14571.853988785926,16.45349750589383,0.6856737859497198,0.1193794170058889,0.0038786608287114453,0.19466133195678323,0.00891163691209003,0.14794005247725703,0.0047347007051141395,0.9027496780542507,0.0019488728940458588,0.8388408939800156,0.006984367730374497,0.8696096623015237,0.004032552794845301
